Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2011,S12000045,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000045,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2011,S12000045,,0-44 years,,Female,,Stroke,0,,0,,0
2011,S12000045,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000045,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,22.6
2011,S12000045,,45-64 years,,All,d,Stroke,,c,,c,6.52
2011,S12000045,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,9.48
2011,S12000045,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,39.26
2011,S12000045,,45-64 years,,Male,,Stroke,,c,,c,13.03
2011,S12000045,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,13.03
2011,S12000045,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,5.93
2011,S12000045,,45-64 years,,Female,,Stroke,0,,0,,0
2011,S12000045,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,5.93
2011,S12000045,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,37.12
2011,S12000045,,65-74 years,,All,d,Stroke,,c,,c,28.77
2011,S12000045,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,8.35
2011,S12000045,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,40.84
2011,S12000045,,65-74 years,,Male,,Stroke,,c,,c,40.84
2011,S12000045,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000045,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,33.41
2011,S12000045,,65-74 years,,Female,,Stroke,,c,,c,16.7
2011,S12000045,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,16.7
2011,S12000045,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,10.86
2011,S12000045,,under75 years,d,All,d,Stroke,,c,,c,5.22
2011,S12000045,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,3.73
2011,S12000045,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,16.14
2011,S12000045,,under75 years,d,Male,,Stroke,,c,,c,8.51
2011,S12000045,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,3.8
2011,S12000045,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,5.58
2011,S12000045,,under75 years,d,Female,,Stroke,,c,,c,1.93
2011,S12000045,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,3.66
2011,S12000045,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,794.13
2011,S12000045,,75plus years,,All,d,Stroke,,c,,c,326.52
2011,S12000045,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,8
2011,S12000045,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,865.44
2011,S12000045,,75plus years,,Male,,Stroke,,c,,c,447.9
2011,S12000045,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000045,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,722.81
2011,S12000045,,75plus years,,Female,,Stroke,,c,,c,205.14
2011,S12000045,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,16
2011,S12000047,,All,d,All,d,Cerebrovascular Disease,304,,83.22,,94.9
2011,S12000047,,All,d,All,d,Stroke,182,,49.82,,58.03
2011,S12000047,,All,d,All,d,Subarachnoid Haemorrhage,12,,3.28,,3.09
2011,S12000047,,All,d,Male,,Cerebrovascular Disease,116,,65.55,,95.23
2011,S12000047,,All,d,Male,,Stroke,77,,43.51,,62.85
2011,S12000047,,All,d,Male,,Subarachnoid Haemorrhage,2,,1.13,,1.09
2011,S12000047,,All,d,Female,,Cerebrovascular Disease,188,,99.83,,94.58
2011,S12000047,,All,d,Female,,Stroke,105,,55.75,,53.22
2011,S12000047,,All,d,Female,,Subarachnoid Haemorrhage,10,,5.31,,5.08
2011,S12000047,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,0.48
2011,S12000047,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S12000047,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000047,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,0.97
2011,S12000047,,0-44 years,,Male,,Stroke,0,,0,,0
2011,S12000047,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000047,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2011,S12000047,,0-44 years,,Female,,Stroke,0,,0,,0
2011,S12000047,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000047,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,17.43
2011,S12000047,,45-64 years,,All,d,Stroke,,c,,c,10.76
2011,S12000047,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,5.74
2011,S12000047,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,21.57
2011,S12000047,,45-64 years,,Male,,Stroke,,c,,c,17.75
2011,S12000047,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,1.95
2011,S12000047,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,13.28
2011,S12000047,,45-64 years,,Female,,Stroke,,c,,c,3.77
2011,S12000047,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,9.52
2011,S12000047,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,126.35
2011,S12000047,,65-74 years,,All,d,Stroke,,c,,c,74.06
2011,S12000047,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,10.38
2011,S12000047,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,153.27
2011,S12000047,,65-74 years,,Male,,Stroke,,c,,c,109.48
2011,S12000047,,65-74 years,,Male,,Subarachnoid Haemorrhage,,c,,c,5.48
2011,S12000047,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,99.42
2011,S12000047,,65-74 years,,Female,,Stroke,,c,,c,38.63
2011,S12000047,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,15.29
2011,S12000047,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,19.94
2011,S12000047,,under75 years,d,All,d,Stroke,,c,,c,11.68
2011,S12000047,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,2.87
2011,S12000047,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,24.54
2011,S12000047,,under75 years,d,Male,,Stroke,,c,,c,17.8
2011,S12000047,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,1.2
2011,S12000047,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,15.34
2011,S12000047,,under75 years,d,Female,,Stroke,,c,,c,5.55
2011,S12000047,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,4.54
2011,S12000047,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,852.86
2011,S12000047,,75plus years,,All,d,Stroke,,c,,c,526.74
2011,S12000047,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,5.32
2011,S12000047,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,809.99
2011,S12000047,,75plus years,,Male,,Stroke,,c,,c,518.33
2011,S12000047,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000047,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,895.72
2011,S12000047,,75plus years,,Female,,Stroke,,c,,c,535.14
2011,S12000047,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,10.63
2011,S12000048,,All,d,All,d,Cerebrovascular Disease,146,,99.42,,96.24
2011,S12000048,,All,d,All,d,Stroke,76,,51.75,,48.36
2011,S12000048,,All,d,All,d,Subarachnoid Haemorrhage,5,,3.4,,3.39
2011,S12000048,,All,d,Male,,Cerebrovascular Disease,60,,83.91,,100.92
2011,S12000048,,All,d,Male,,Stroke,26,,36.36,,42.61
2011,S12000048,,All,d,Male,,Subarachnoid Haemorrhage,3,,4.2,,4.78
2011,S12000048,,All,d,Female,,Cerebrovascular Disease,86,,114.14,,91.56
2011,S12000048,,All,d,Female,,Stroke,50,,66.36,,54.11
2011,S12000048,,All,d,Female,,Subarachnoid Haemorrhage,2,,2.65,,2
2011,S12000048,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,4.7
2011,S12000048,,0-44 years,,All,d,Stroke,,c,,c,3.05
2011,S12000048,,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,1.64
2011,S12000048,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,3.29
2011,S12000048,,0-44 years,,Male,,Stroke,0,,0,,0
2011,S12000048,,0-44 years,,Male,,Subarachnoid Haemorrhage,,c,,c,3.29
2011,S12000048,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,6.11
2011,S12000048,,0-44 years,,Female,,Stroke,,c,,c,6.11
2011,S12000048,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000048,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,11.74
2011,S12000048,,45-64 years,,All,d,Stroke,,c,,c,4.72
2011,S12000048,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,4.61
2011,S12000048,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,14.45
2011,S12000048,,45-64 years,,Male,,Stroke,,c,,c,9.44
2011,S12000048,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,5.01
2011,S12000048,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,9.02
2011,S12000048,,45-64 years,,Female,,Stroke,0,,0,,0
2011,S12000048,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,4.2
2011,S12000048,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,82.43
2011,S12000048,,65-74 years,,All,d,Stroke,,c,,c,56.89
2011,S12000048,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000048,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,80.96
2011,S12000048,,65-74 years,,Male,,Stroke,,c,,c,53.98
2011,S12000048,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000048,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,83.9
2011,S12000048,,65-74 years,,Female,,Stroke,,c,,c,59.8
2011,S12000048,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000048,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,15.72
2011,S12000048,,under75 years,d,All,d,Stroke,,c,,c,9.75
2011,S12000048,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,2.32
2011,S12000048,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,15.5
2011,S12000048,,under75 years,d,Male,,Stroke,,c,,c,8.98
2011,S12000048,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,3.41
2011,S12000048,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,15.93
2011,S12000048,,under75 years,d,Female,,Stroke,,c,,c,10.52
2011,S12000048,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,1.22
2011,S12000048,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,910.45
2011,S12000048,,75plus years,,All,d,Stroke,,c,,c,438.74
2011,S12000048,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,14.24
2011,S12000048,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,964.61
2011,S12000048,,75plus years,,Male,,Stroke,,c,,c,382.68
2011,S12000048,,75plus years,,Male,,Subarachnoid Haemorrhage,,c,,c,18.64
2011,S12000048,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,856.3
2011,S12000048,,75plus years,,Female,,Stroke,,c,,c,494.79
2011,S12000048,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,9.83
2011,S12000046,,All,d,All,d,Cerebrovascular Disease,514,,86.67,,123.76
2011,S12000046,,All,d,All,d,Stroke,251,,42.32,,60.59
2011,S12000046,,All,d,All,d,Subarachnoid Haemorrhage,22,,3.71,,4.14
2011,S12000046,,All,d,Male,,Cerebrovascular Disease,217,,75.89,,142.38
2011,S12000046,,All,d,Male,,Stroke,113,,39.52,,72.28
2011,S12000046,,All,d,Male,,Subarachnoid Haemorrhage,10,,3.5,,3.74
2011,S12000046,,All,d,Female,,Cerebrovascular Disease,297,,96.7,,105.15
2011,S12000046,,All,d,Female,,Stroke,138,,44.93,,48.91
2011,S12000046,,All,d,Female,,Subarachnoid Haemorrhage,12,,3.91,,4.55
2011,S12000046,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.13
2011,S12000046,,0-44 years,,All,d,Stroke,,c,,c,0.56
2011,S12000046,,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,0.93
2011,S12000046,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,3.71
2011,S12000046,,0-44 years,,Male,,Stroke,,c,,c,1.13
2011,S12000046,,0-44 years,,Male,,Subarachnoid Haemorrhage,,c,,c,1.32
2011,S12000046,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,0.54
2011,S12000046,,0-44 years,,Female,,Stroke,0,,0,,0
2011,S12000046,,0-44 years,,Female,,Subarachnoid Haemorrhage,,c,,c,0.54
2011,S12000046,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,37.21
2011,S12000046,,45-64 years,,All,d,Stroke,,c,,c,24.25
2011,S12000046,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,6.77
2011,S12000046,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,51.93
2011,S12000046,,45-64 years,,Male,,Stroke,,c,,c,35.17
2011,S12000046,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,7.5
2011,S12000046,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,22.48
2011,S12000046,,45-64 years,,Female,,Stroke,,c,,c,13.33
2011,S12000046,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,6.05
2011,S12000046,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,123.59
2011,S12000046,,65-74 years,,All,d,Stroke,,c,,c,65.09
2011,S12000046,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,9.44
2011,S12000046,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,152.76
2011,S12000046,,65-74 years,,Male,,Stroke,,c,,c,74.5
2011,S12000046,,65-74 years,,Male,,Subarachnoid Haemorrhage,,c,,c,9.88
2011,S12000046,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,94.43
2011,S12000046,,65-74 years,,Female,,Stroke,,c,,c,55.68
2011,S12000046,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,9
2011,S12000046,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,26.36
2011,S12000046,,under75 years,d,All,d,Stroke,,c,,c,14.91
2011,S12000046,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,3.61
2011,S12000046,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,34.95
2011,S12000046,,under75 years,d,Male,,Stroke,,c,,c,19.51
2011,S12000046,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,4.11
2011,S12000046,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,17.76
2011,S12000046,,under75 years,d,Female,,Stroke,,c,,c,10.31
2011,S12000046,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,3.12
2011,S12000046,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1108.66
2011,S12000046,,75plus years,,All,d,Stroke,,c,,c,522.55
2011,S12000046,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,9.48
2011,S12000046,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1228.56
2011,S12000046,,75plus years,,Male,,Stroke,,c,,c,605.82
2011,S12000046,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000046,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,988.75
2011,S12000046,,75plus years,,Female,,Stroke,,c,,c,439.28
2011,S12000046,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,18.96
2011,S12000044,,All,d,All,d,Cerebrovascular Disease,260,,76.99,,112.96
2011,S12000044,,All,d,All,d,Stroke,143,,42.34,,58.69
2011,S12000044,,All,d,All,d,Subarachnoid Haemorrhage,10,,2.96,,3.45
2011,S12000044,,All,d,Male,,Cerebrovascular Disease,106,,64.9,,115.82
2011,S12000044,,All,d,Male,,Stroke,52,,31.84,,53.39
2011,S12000044,,All,d,Male,,Subarachnoid Haemorrhage,2,,1.22,,1.64
2011,S12000044,,All,d,Female,,Cerebrovascular Disease,154,,88.3,,110.1
2011,S12000044,,All,d,Female,,Stroke,91,,52.18,,63.98
2011,S12000044,,All,d,Female,,Subarachnoid Haemorrhage,8,,4.59,,5.25
2011,S12000044,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1
2011,S12000044,,0-44 years,,All,d,Stroke,,c,,c,0.5
2011,S12000044,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000044,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,2
2011,S12000044,,0-44 years,,Male,,Stroke,,c,,c,1
2011,S12000044,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000044,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2011,S12000044,,0-44 years,,Female,,Stroke,0,,0,,0
2011,S12000044,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000044,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,28.59
2011,S12000044,,45-64 years,,All,d,Stroke,,c,,c,16.05
2011,S12000044,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,4.53
2011,S12000044,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,35.17
2011,S12000044,,45-64 years,,Male,,Stroke,,c,,c,23.28
2011,S12000044,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,2.48
2011,S12000044,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,22
2011,S12000044,,45-64 years,,Female,,Stroke,,c,,c,8.82
2011,S12000044,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,6.59
2011,S12000044,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,133.17
2011,S12000044,,65-74 years,,All,d,Stroke,,c,,c,79.23
2011,S12000044,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,3.09
2011,S12000044,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,151.71
2011,S12000044,,65-74 years,,Male,,Stroke,,c,,c,75.85
2011,S12000044,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000044,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,114.62
2011,S12000044,,65-74 years,,Female,,Stroke,,c,,c,82.6
2011,S12000044,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,6.19
2011,S12000044,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,24.28
2011,S12000044,,under75 years,d,All,d,Stroke,,c,,c,14.11
2011,S12000044,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,1.68
2011,S12000044,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,28.93
2011,S12000044,,under75 years,d,Male,,Stroke,,c,,c,16.12
2011,S12000044,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,0.72
2011,S12000044,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,19.63
2011,S12000044,,under75 years,d,Female,,Stroke,,c,,c,12.1
2011,S12000044,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,2.63
2011,S12000044,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1009.61
2011,S12000044,,75plus years,,All,d,Stroke,,c,,c,509.42
2011,S12000044,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,21.32
2011,S12000044,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,994.38
2011,S12000044,,75plus years,,Male,,Stroke,,c,,c,430.23
2011,S12000044,,75plus years,,Male,,Subarachnoid Haemorrhage,,c,,c,10.92
2011,S12000044,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,1024.84
2011,S12000044,,75plus years,,Female,,Stroke,,c,,c,588.6
2011,S12000044,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,31.72
2012,S92000003,d,All,d,All,d,Cerebrovascular Disease,4479,,84.29,,97.47
2012,S92000003,d,All,d,All,d,Stroke,2464,,46.37,,52.73
2012,S92000003,d,All,d,All,d,Subarachnoid Haemorrhage,195,,3.67,,3.81
2012,S92000003,d,All,d,Male,,Cerebrovascular Disease,1686,,65.42,,96.47
2012,S92000003,d,All,d,Male,,Stroke,887,,34.42,,49.76
2012,S92000003,d,All,d,Male,,Subarachnoid Haemorrhage,72,,2.79,,3.16
2012,S92000003,d,All,d,Female,,Cerebrovascular Disease,2793,,102.07,,98.47
2012,S92000003,d,All,d,Female,,Stroke,1577,,57.63,,55.7
2012,S92000003,d,All,d,Female,,Subarachnoid Haemorrhage,123,,4.5,,4.47
2012,S92000003,d,0-44 years,,All,d,Cerebrovascular Disease,45,,1.54,,1.6
2012,S92000003,d,0-44 years,,All,d,Stroke,20,,0.68,,0.72
2012,S92000003,d,0-44 years,,All,d,Subarachnoid Haemorrhage,13,,0.44,,0.45
2012,S92000003,d,0-44 years,,Male,,Cerebrovascular Disease,23,,1.57,,1.73
2012,S92000003,d,0-44 years,,Male,,Stroke,12,,0.82,,0.91
2012,S92000003,d,0-44 years,,Male,,Subarachnoid Haemorrhage,6,,0.41,,0.45
2012,S92000003,d,0-44 years,,Female,,Cerebrovascular Disease,22,,1.5,,1.47
2012,S92000003,d,0-44 years,,Female,,Stroke,8,,0.54,,0.54
2012,S92000003,d,0-44 years,,Female,,Subarachnoid Haemorrhage,7,,0.48,,0.45
2012,S92000003,d,45-64 years,,All,d,Cerebrovascular Disease,301,,20.66,,21.01
2012,S92000003,d,45-64 years,,All,d,Stroke,153,,10.5,,10.76
2012,S92000003,d,45-64 years,,All,d,Subarachnoid Haemorrhage,80,,5.49,,5.47
2012,S92000003,d,45-64 years,,Male,,Cerebrovascular Disease,166,,23.32,,23.79
2012,S92000003,d,45-64 years,,Male,,Stroke,96,,13.49,,13.75
2012,S92000003,d,45-64 years,,Male,,Subarachnoid Haemorrhage,31,,4.36,,4.43
2012,S92000003,d,45-64 years,,Female,,Cerebrovascular Disease,135,,18.12,,18.23
2012,S92000003,d,45-64 years,,Female,,Stroke,57,,7.65,,7.78
2012,S92000003,d,45-64 years,,Female,,Subarachnoid Haemorrhage,49,,6.58,,6.52
2012,S92000003,d,65-74 years,,All,d,Cerebrovascular Disease,550,,108.42,,112.52
2012,S92000003,d,65-74 years,,All,d,Stroke,312,,61.5,,63.73
2012,S92000003,d,65-74 years,,All,d,Subarachnoid Haemorrhage,52,,10.25,,10.47
2012,S92000003,d,65-74 years,,Male,,Cerebrovascular Disease,274,,114.65,,119.32
2012,S92000003,d,65-74 years,,Male,,Stroke,154,,64.44,,66.75
2012,S92000003,d,65-74 years,,Male,,Subarachnoid Haemorrhage,20,,8.37,,8.76
2012,S92000003,d,65-74 years,,Female,,Cerebrovascular Disease,276,,102.87,,105.72
2012,S92000003,d,65-74 years,,Female,,Stroke,158,,58.89,,60.71
2012,S92000003,d,65-74 years,,Female,,Subarachnoid Haemorrhage,32,,11.93,,12.18
2012,S92000003,d,under75 years,d,All,d,Cerebrovascular Disease,896,,18.3,,20.05
2012,S92000003,d,under75 years,d,All,d,Stroke,485,,9.91,,10.92
2012,S92000003,d,under75 years,d,All,d,Subarachnoid Haemorrhage,145,,2.96,,3.07
2012,S92000003,d,under75 years,d,Male,,Cerebrovascular Disease,463,,19.19,,21.72
2012,S92000003,d,under75 years,d,Male,,Stroke,262,,10.86,,12.25
2012,S92000003,d,under75 years,d,Male,,Subarachnoid Haemorrhage,57,,2.36,,2.57
2012,S92000003,d,under75 years,d,Female,,Cerebrovascular Disease,433,,17.45,,18.38
2012,S92000003,d,under75 years,d,Female,,Stroke,223,,8.99,,9.59
2012,S92000003,d,under75 years,d,Female,,Subarachnoid Haemorrhage,88,,3.55,,3.57
2012,S92000003,d,75plus years,,All,d,Cerebrovascular Disease,3583,,856.25,,880.23
2012,S92000003,d,75plus years,,All,d,Stroke,1979,,472.93,,475.48
2012,S92000003,d,75plus years,,All,d,Subarachnoid Haemorrhage,50,,11.95,,11.35
2012,S92000003,d,75plus years,,Male,,Cerebrovascular Disease,1223,,745.77,,852.25
2012,S92000003,d,75plus years,,Male,,Stroke,625,,381.12,,429.08
2012,S92000003,d,75plus years,,Male,,Subarachnoid Haemorrhage,15,,9.15,,9.17
2012,S92000003,d,75plus years,,Female,,Cerebrovascular Disease,2360,,927.45,,908.21
2012,S92000003,d,75plus years,,Female,,Stroke,1354,,532.1,,521.87
2012,S92000003,d,75plus years,,Female,,Subarachnoid Haemorrhage,35,,13.75,,13.53
2012,S12000005,,All,d,All,d,Cerebrovascular Disease,38,,74.1,,96.22
2012,S12000005,,All,d,All,d,Stroke,31,,60.45,,81.88
2012,S12000005,,All,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,All,d,Male,,Cerebrovascular Disease,15,,59.77,,98.45
2012,S12000005,,All,d,Male,,Stroke,12,,47.82,,85.22
2012,S12000005,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,All,d,Female,,Cerebrovascular Disease,23,,87.84,,93.99
2012,S12000005,,All,d,Female,,Stroke,19,,72.56,,78.54
2012,S12000005,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2012,S12000005,,0-44 years,,All,d,Stroke,0,,0,,0
2012,S12000005,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2012,S12000005,,0-44 years,,Male,,Stroke,0,,0,,0
2012,S12000005,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2012,S12000005,,0-44 years,,Female,,Stroke,0,,0,,0
2012,S12000005,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,26.27
2012,S12000005,,45-64 years,,All,d,Stroke,,c,,c,19.77
2012,S12000005,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,45-64 years,,Male,,Cerebrovascular Disease,0,,0,,0
2012,S12000005,,45-64 years,,Male,,Stroke,0,,0,,0
2012,S12000005,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,52.55
2012,S12000005,,45-64 years,,Female,,Stroke,,c,,c,39.54
2012,S12000005,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,113.38
2012,S12000005,,65-74 years,,All,d,Stroke,,c,,c,60.67
2012,S12000005,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2012,S12000005,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,194.2
2012,S12000005,,65-74 years,,Male,,Stroke,,c,,c,121.34
2012,S12000005,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
