approx_year,healthboard_area_named,age_group,sex,diagnosis,number_of_discharges,crude_rate_discharge,easr_discharge,number_of_deaths,crude_rate_mortality,easr_mortality,hospitalstays,crude_rate_stays
2012,Borders,45-64 years,Male,Stroke,22,128.4446520335,127.53547327925001,1,5.838393,6.083408,NA,NA
2012,Borders,45-64 years,Male,Subarachnoid Haemorrhage,2,11.67678655,12.1059094125,1,5.838393,5.800416,NA,NA
2012,Borders,45-64 years,Male,TIAs and related syndromes,9,52.5455394585,51.92539995925,NA,NA,NA,NA,NA
2012,Borders,65-74 years,All,Cerebrovascular Disease,53,382.31263074074997,388.04372640175,6,43.28068,46.16388,NA,NA
2012,Borders,65-74 years,All,Stroke,31.5,227.2235447,235.410562675,3,21.64034,21.58874,NA,NA
2012,Borders,65-74 years,All,Subarachnoid Haemorrhage,2,14.42689172575,15.1123604,1,7.213446,7.55618,NA,NA
2012,Borders,65-74 years,All,TIAs and related syndromes,13,93.77479621325,92.55755249425,NA,NA,NA,NA,NA
2012,Borders,65-74 years,Female,Cerebrovascular Disease,24,333.56497567499997,340.020821875,4,55.59416,58.28984,NA,NA
2012,Borders,65-74 years,Female,Stroke,12,166.78248785,173.78971555,3,41.69562,43.17748,NA,NA
2012,Borders,65-74 years,Female,Subarachnoid Haemorrhage,2,27.797081305,30.2247208,1,13.89854,15.11236,NA,NA
2012,Borders,65-74 years,Female,TIAs and related syndromes,8.5,118.1375955525,115.49744755500001,NA,NA,NA,NA,NA
2012,Borders,65-74 years,Male,Cerebrovascular Disease,29,434.9130174,436.0666309275,2,29.994,34.03792,NA,NA
2012,Borders,65-74 years,Male,Stroke,19.5,292.4415117,297.0314098,0,0,0,NA,NA
2012,Borders,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2012,Borders,65-74 years,Male,TIAs and related syndromes,4.5,67.4865027,69.61765743,NA,NA,NA,NA,NA
2012,Borders,75plus years,All,Cerebrovascular Disease,173.5,1566.73288792,1596.583285,79,713.3827,727.5411,NA,NA
2012,Borders,75plus years,All,Stroke,132.5,1196.49629775,1219.93098425,50,451.508,432.8632,NA,NA
2012,Borders,75plus years,All,Subarachnoid Haemorrhage,3.5,31.60556258,36.35647273,3,27.09048,27.1756,NA,NA
2012,Borders,75plus years,All,TIAs and related syndromes,20.5,185.1182950925,177.74464359499999,NA,NA,NA,NA,NA
2012,Borders,75plus years,Female,Cerebrovascular Disease,88,1361.386138515,1327.6542950925,51,788.9851,760.1291,NA,NA
2012,Borders,75plus years,Female,Stroke,68.5,1059.7153465,1021.54479955,37,572.401,555.1049,NA,NA
2012,Borders,75plus years,Female,Subarachnoid Haemorrhage,1,15.47029703,15.791269685,2,30.94059,31.58254,NA,NA
2012,Borders,75plus years,Female,TIAs and related syndromes,13.5,208.849009895,213.17432805,NA,NA,NA,NA,NA
2012,Borders,75plus years,Male,Cerebrovascular Disease,85.5,1854.6637744775,1865.5122744100001,28,607.3753,694.953,NA,NA
2012,Borders,75plus years,Male,Stroke,64,1388.286334,1418.3171685,13,281.9957,310.6216,NA,NA
2012,Borders,75plus years,Male,Subarachnoid Haemorrhage,2.5,54.2299349125,56.9216757625,1,21.69197,22.76867,NA,NA
2012,Borders,75plus years,Male,TIAs and related syndromes,7,151.843817795,142.3149591375,NA,NA,NA,NA,NA
2012,Borders,All,All,Cerebrovascular Disease,306,269.0819556875,247.7763191025,89,78.2624,73.83438,NA,NA
2012,Borders,All,All,Stroke,201,176.749912049,162.98906104975,55,48.3644,43.25605,NA,NA
2012,Borders,All,All,Subarachnoid Haemorrhage,21,18.466408725,18.182348405,5,4.396764,4.007758,NA,NA
2012,Borders,All,All,TIAs and related syndromes,50,43.9676398165,38.61529995125,NA,NA,NA,NA,NA
2012,Borders,All,Female,Cerebrovascular Disease,148.5,253.6857030575,211.4441051075,56,95.66599,75.94882,NA,NA
2012,Borders,All,Female,Stroke,95,162.2905171,132.031777525,40,68.33285,54.49307,NA,NA
2012,Borders,All,Female,Subarachnoid Haemorrhage,13,22.208176025,20.033679995,3,5.124964,4.429226,NA,NA
2012,Borders,All,Female,TIAs and related syndromes,29,49.54131575,42.12667836,NA,NA,NA,NA,NA
2012,Borders,All,Male,Cerebrovascular Disease,157.5,285.41398619,284.1085330975,33,59.80103,71.71995,NA,NA
2012,Borders,All,Male,Stroke,106,192.08814309825,193.94634459925,15,27.18228,32.01903,NA,NA
2012,Borders,All,Male,Subarachnoid Haemorrhage,8,14.49721834575,16.331016815,2,3.624305,3.586291,NA,NA
2012,Borders,All,Male,TIAs and related syndromes,21,38.05519815825,35.10392154,NA,NA,NA,NA,NA
2012,Borders,under75 years,All,Cerebrovascular Disease,132.5,129.08442609225,114.37782798949999,10,9.742221,9.182073,NA,NA
2012,Borders,under75 years,All,Stroke,68.5,66.73421274100001,58.4563433955,5,4.87111,4.723472,NA,NA
2012,Borders,under75 years,All,Subarachnoid Haemorrhage,17.5,17.04888646575,16.38490753925,2,1.948444,1.716433,NA,NA
2012,Borders,under75 years,All,TIAs and related syndromes,29.5,28.739551469,24.8552549755,NA,NA,NA,NA,NA
2012,Borders,under75 years,Female,Cerebrovascular Disease,60.5,116.1830507195,101.049690693,5,9.601905,8.282635,NA,NA
2012,Borders,under75 years,Female,Stroke,26.5,50.8900965975,44.05796215,3,5.761143,4.982017,NA,NA
2012,Borders,under75 years,Female,Subarachnoid Haemorrhage,12,23.044572045,20.45325904,1,1.920381,1.743734,NA,NA
2012,Borders,under75 years,Female,TIAs and related syndromes,15.5,29.765905556,25.20987784375,NA,NA,NA,NA,NA
2012,Borders,under75 years,Male,Cerebrovascular Disease,72,142.3684574905,127.70596526075,5,9.886698,10.08151,NA,NA
2012,Borders,under75 years,Male,Stroke,42,83.04826685675,72.85472464074999,2,3.954679,4.464927,NA,NA
2012,Borders,under75 years,Male,Subarachnoid Haemorrhage,5.5,10.8753682785,12.31655603925,1,1.97734,1.689132,NA,NA
2012,Borders,under75 years,Male,TIAs and related syndromes,14,27.68275562025,24.50063210475,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,0-44 years,All,Cerebrovascular Disease,9.5,13.34719568525,14.30606528575,0,0,0,NA,NA
2012,Dumfries & Galloway,0-44 years,All,Stroke,3,4.2149039,4.67185838525,0,0,0,NA,NA
2012,Dumfries & Galloway,0-44 years,All,Subarachnoid Haemorrhage,2,2.8099359335,2.635250277,0,0,0,NA,NA
2012,Dumfries & Galloway,0-44 years,All,TIAs and related syndromes,0.5,0.7024839835,0.6734706445,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,0-44 years,Female,Cerebrovascular Disease,7,19.5683775005,21.390010489,0,0,0,NA,NA
2012,Dumfries & Galloway,0-44 years,Female,Stroke,1.5,4.1932237505,4.81547926475,0,0,0,NA,NA
2012,Dumfries & Galloway,0-44 years,Female,Subarachnoid Haemorrhage,2,5.59096500025,5.2705005545,0,0,0,NA,NA
2012,Dumfries & Galloway,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,0-44 years,Male,Cerebrovascular Disease,2.5,7.061349,7.222120084,0,0,0,NA,NA
2012,Dumfries & Galloway,0-44 years,Male,Stroke,1.5,4.2368094,4.5282375055,0,0,0,NA,NA
2012,Dumfries & Galloway,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2012,Dumfries & Galloway,0-44 years,Male,TIAs and related syndromes,0.5,1.4122698,1.346941289,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,45-64 years,All,Cerebrovascular Disease,68.5,151.1507314825,147.52326554,11,24.27238,23.98321,NA,NA
2012,Dumfries & Galloway,45-64 years,All,Stroke,42,92.6763609055,90.3286610035,5,11.0329,10.98517,NA,NA
2012,Dumfries & Galloway,45-64 years,All,Subarachnoid Haemorrhage,13,28.68554028,27.84126185,5,11.0329,10.66245,NA,NA
2012,Dumfries & Galloway,45-64 years,All,TIAs and related syndromes,4.5,9.92961009625,10.3352674855,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,45-64 years,Female,Cerebrovascular Disease,25.5,110.22737096975,108.93897195325,5,21.61321,21.0893,NA,NA
2012,Dumfries & Galloway,45-64 years,Female,Stroke,16,69.16227199000001,67.6136705975,1,4.322642,4.492363,NA,NA
2012,Dumfries & Galloway,45-64 years,Female,Subarachnoid Haemorrhage,4.5,19.451888995,19.62020107,4,17.29057,16.59694,NA,NA
2012,Dumfries & Galloway,45-64 years,Female,TIAs and related syndromes,2,8.64528399975,8.8790376005,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,45-64 years,Male,Cerebrovascular Disease,43,193.8246563075,186.10755913749998,6,27.0453,26.87711,NA,NA
2012,Dumfries & Galloway,45-64 years,Male,Stroke,26,117.1963038115,113.04365139725,4,18.0302,17.47798,NA,NA
2012,Dumfries & Galloway,45-64 years,Male,Subarachnoid Haemorrhage,8.5,38.314176245,36.062322635,1,4.50755,4.727957,NA,NA
2012,Dumfries & Galloway,45-64 years,Male,TIAs and related syndromes,2.5,11.268875365749999,11.7914973705,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,65-74 years,All,Cerebrovascular Disease,98.5,522.15860899,533.2521718875,16,84.81764,89.68844,NA,NA
2012,Dumfries & Galloway,65-74 years,All,Stroke,61,323.3672604,327.72526115,8,42.40882,43.56503,NA,NA
2012,Dumfries & Galloway,65-74 years,All,Subarachnoid Haemorrhage,4,21.2044105175,19.9118812625,0,0,0,NA,NA
2012,Dumfries & Galloway,65-74 years,All,TIAs and related syndromes,8.5,45.05937235,46.831182135,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,65-74 years,Female,Cerebrovascular Disease,40,409.24902802500003,418.0695957725,6,61.38735,64.91779,NA,NA
2012,Dumfries & Galloway,65-74 years,Female,Stroke,30,306.936771025,317.1063992,6,61.38735,64.91779,NA,NA
2012,Dumfries & Galloway,65-74 years,Female,Subarachnoid Haemorrhage,3,30.693677102499997,28.7176274,0,0,0,NA,NA
2012,Dumfries & Galloway,65-74 years,Female,TIAs and related syndromes,2.5,25.57806425,26.176115555,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,65-74 years,Male,Cerebrovascular Disease,58.5,643.5643564625,648.43474788,10,110.011,114.4591,NA,NA
2012,Dumfries & Galloway,65-74 years,Male,Stroke,31,341.0341034,338.34412305,2,22.0022,22.21227,NA,NA
2012,Dumfries & Galloway,65-74 years,Male,Subarachnoid Haemorrhage,1,11.00110011,11.106135125,0,0,0,NA,NA
2012,Dumfries & Galloway,65-74 years,Male,TIAs and related syndromes,6,66.006600655,67.48624870500001,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,75plus years,All,Cerebrovascular Disease,280.5,1811.8984561749999,1879.36753965,148,956.0106,1005.563,NA,NA
2012,Dumfries & Galloway,75plus years,All,Stroke,202,1304.82526975,1353.0803465,82,529.6815,557.3362,NA,NA
2012,Dumfries & Galloway,75plus years,All,Subarachnoid Haemorrhage,3.5,22.608358635,21.55106062,1,6.459531,6.157446,NA,NA
2012,Dumfries & Galloway,75plus years,All,TIAs and related syndromes,24,155.0287449095,152.79331441675,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,75plus years,Female,Cerebrovascular Disease,157,1754.5820294675,1712.2321032925,93,1039.338,1015.466,NA,NA
2012,Dumfries & Galloway,75plus years,Female,Stroke,119.5,1335.493965,1292.2138275,50,558.7841,548.0324,NA,NA
2012,Dumfries & Galloway,75plus years,Female,Subarachnoid Haemorrhage,3.5,39.1148860075,43.10212124,1,11.17568,12.31489,NA,NA
2012,Dumfries & Galloway,75plus years,Female,TIAs and related syndromes,14.5,162.047384875,158.273387525,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,75plus years,Male,Cerebrovascular Disease,123.5,1890.4025714499999,2046.502976025,55,841.8797,995.6587,NA,NA
2012,Dumfries & Galloway,75plus years,Male,Stroke,82.5,1262.8195315,1413.946866,32,489.8209,566.64,NA,NA
2012,Dumfries & Galloway,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2012,Dumfries & Galloway,75plus years,Male,TIAs and related syndromes,9.5,145.4155824275,147.3132412825,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,All,All,Cerebrovascular Disease,457,302.97003444250004,271.9534972575,175,116.017,106.2735,NA,NA
2012,Dumfries & Galloway,All,All,Stroke,308,204.189870056,182.64828230125,95,62.98064,57.64565,NA,NA
2012,Dumfries & Galloway,All,All,Subarachnoid Haemorrhage,22.5,14.91646777925,12.831312530249999,6,3.977725,3.379719,NA,NA
2012,Dumfries & Galloway,All,All,TIAs and related syndromes,37.5,24.860779636,21.771192454,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,All,Female,Cerebrovascular Disease,229.5,295.6407481925,238.41763008,104,133.9723,103.797,NA,NA
2012,Dumfries & Galloway,All,Female,Stroke,167,215.12856185,170.1133979,57,73.42711,57.32976,NA,NA
2012,Dumfries & Galloway,All,Female,Subarachnoid Haemorrhage,13,16.746534754749998,14.939965371749999,5,6.440975,5.506529,NA,NA
2012,Dumfries & Galloway,All,Female,TIAs and related syndromes,19,24.4757046425,19.3460419725,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,All,Male,Cerebrovascular Disease,227.5,310.7414085075,305.48936436,71,96.97864,108.7499,NA,NA
2012,Dumfries & Galloway,All,Male,Stroke,141,192.59137845025,195.1831667275,38,51.90406,57.96155,NA,NA
2012,Dumfries & Galloway,All,Male,Subarachnoid Haemorrhage,9.5,12.9760148615,10.722659686,1,1.365896,1.252909,NA,NA
2012,Dumfries & Galloway,All,Male,TIAs and related syndromes,18.5,25.269081570250002,24.1963429305,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,under75 years,All,Cerebrovascular Disease,176.5,130.3939893075,112.9784820475,27,19.94696,17.33279,NA,NA
2012,Dumfries & Galloway,under75 years,All,Stroke,106,78.31027120075,66.891264953,13,9.60409,8.225713,NA,NA
2012,Dumfries & Galloway,under75 years,All,Subarachnoid Haemorrhage,19,14.03674672425,11.96891985975,5,3.693881,3.104999,NA,NA
2012,Dumfries & Galloway,under75 years,All,TIAs and related syndromes,13.5,9.973477937,8.81296061025,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,under75 years,Female,Cerebrovascular Disease,72.5,105.5620267975,92.655759105,11,16.01631,13.6319,NA,NA
2012,Dumfries & Galloway,under75 years,Female,Stroke,47.5,69.1613278975,59.1364323425,7,10.1922,8.798729,NA,NA
2012,Dumfries & Galloway,under75 years,Female,Subarachnoid Haemorrhage,9.5,13.83226557875,12.15469720925,4,5.824112,4.833175,NA,NA
2012,Dumfries & Galloway,under75 years,Female,TIAs and related syndromes,4.5,6.55212580025,5.605974831,NA,NA,NA,NA,NA
2012,Dumfries & Galloway,under75 years,Male,Cerebrovascular Disease,104,155.971145365,133.3012049875,16,23.99556,21.03367,NA,NA
2012,Dumfries & Galloway,under75 years,Male,Stroke,58.5,87.73376925024999,74.64609759375,6,8.998335,7.652697,NA,NA
2012,Dumfries & Galloway,under75 years,Male,Subarachnoid Haemorrhage,9.5,14.24736423925,11.78314251025,1,1.499723,1.376823,NA,NA
2012,Dumfries & Galloway,under75 years,Male,TIAs and related syndromes,9,13.49750296,12.0199463875,NA,NA,NA,NA,NA
2012,Fife,0-44 years,All,Cerebrovascular Disease,40,20.2977682605,21.195784029,8,4.059554,4.094857,NA,NA
2012,Fife,0-44 years,All,Stroke,26,13.19354937075,13.71927914375,3,1.522333,1.425649,NA,NA
2012,Fife,0-44 years,All,Subarachnoid Haemorrhage,5.5,2.79094313625,2.8916262095,1,0.507444,0.525249,NA,NA
2012,Fife,0-44 years,All,TIAs and related syndromes,2.5,1.2686105165,1.2904463315,NA,NA,NA,NA,NA
2012,Fife,0-44 years,Female,Cerebrovascular Disease,15.5,15.620433544499999,16.44524804525,5,5.03885,5.011985,NA,NA
2012,Fife,0-44 years,Female,Stroke,7,7.054389341,7.43580851375,2,2.01554,1.850065,NA,NA
2012,Fife,0-44 years,Female,Subarachnoid Haemorrhage,3,3.023309718,3.0619332935,1,1.00777,1.050497,NA,NA
2012,Fife,0-44 years,Female,TIAs and related syndromes,0.5,0.503884953,0.4689928715,NA,NA,NA,NA,NA
2012,Fife,0-44 years,Male,Cerebrovascular Disease,24.5,25.0416509105,25.946320018,3,3.066325,3.177728,NA,NA
2012,Fife,0-44 years,Male,Stroke,19,19.42005580775,20.00274977625,1,1.022108,1.001233,NA,NA
2012,Fife,0-44 years,Male,Subarachnoid Haemorrhage,2.5,2.55527050075,2.72131912525,0,0,0,NA,NA
2012,Fife,0-44 years,Male,TIAs and related syndromes,2,2.04421640075,2.111899791,NA,NA,NA,NA,NA
2012,Fife,45-64 years,All,Cerebrovascular Disease,204.5,200.5078879275,202.5880007,12,11.76574,11.96718,NA,NA
2012,Fife,45-64 years,All,Stroke,129,126.481748412,128.079611686,4,3.921915,3.847289,NA,NA
2012,Fife,45-64 years,All,Subarachnoid Haemorrhage,22,21.5705307325,21.1216514475,3,2.941436,2.949264,NA,NA
2012,Fife,45-64 years,All,TIAs and related syndromes,26.5,25.9826847475,26.158080495,NA,NA,NA,NA,NA
2012,Fife,45-64 years,Female,Cerebrovascular Disease,91.5,175.280640575,175.4598506425,3,5.746906,5.634485,NA,NA
2012,Fife,45-64 years,Female,Stroke,53,101.52867705725,101.699897399,1,1.915635,1.857232,NA,NA
2012,Fife,45-64 years,Female,Subarachnoid Haemorrhage,13.5,25.86107812,25.22232894,2,3.831271,3.777253,NA,NA
2012,Fife,45-64 years,Female,TIAs and related syndromes,15.5,29.69234895,30.03649349,NA,NA,NA,NA,NA
2012,Fife,45-64 years,Male,Cerebrovascular Disease,113,226.957761745,229.7161507825,9,18.07628,18.29988,NA,NA
2012,Fife,45-64 years,Male,Stroke,76,152.64415835875,154.459326003,3,6.025427,5.837347,NA,NA
2012,Fife,45-64 years,Male,Subarachnoid Haemorrhage,8.5,17.072044025,17.020973955,1,2.008476,2.121275,NA,NA
2012,Fife,45-64 years,Male,TIAs and related syndromes,11,22.09323344525,22.279667500749998,NA,NA,NA,NA,NA
2012,Fife,65-74 years,All,Cerebrovascular Disease,251,668.99437608,682.45224907,34,90.62075,96.07895,NA,NA
2012,Fife,65-74 years,All,Stroke,160,426.45059835,435.960927,15,39.97974,42.8682,NA,NA
2012,Fife,65-74 years,All,Subarachnoid Haemorrhage,20,53.306324797500004,54.566899551,5,13.32658,12.88194,NA,NA
2012,Fife,65-74 years,All,TIAs and related syndromes,39,103.9473333375,106.18686450975,NA,NA,NA,NA,NA
2012,Fife,65-74 years,Female,Cerebrovascular Disease,111.5,568.93560558,570.02463606,14,71.43586,75.31916,NA,NA
2012,Fife,65-74 years,Female,Stroke,67.5,344.4229003,346.3834333,5,25.51281,27.31703,NA,NA
2012,Fife,65-74 years,Female,Subarachnoid Haemorrhage,11.5,58.679457094,56.79186399925,2,10.20512,9.368798,NA,NA
2012,Fife,65-74 years,Female,TIAs and related syndromes,18.5,94.397387489,94.45144649475,NA,NA,NA,NA,NA
2012,Fife,65-74 years,Male,Cerebrovascular Disease,139.5,778.4163830274999,794.8798620825,20,111.6009,116.8387,NA,NA
2012,Fife,65-74 years,Male,Stroke,92.5,516.154232475,525.5384206,10,55.80046,58.41937,NA,NA
2012,Fife,65-74 years,Male,Subarachnoid Haemorrhage,8.5,47.43038893,52.3419351075,3,16.74014,16.39509,NA,NA
2012,Fife,65-74 years,Male,TIAs and related syndromes,20.5,114.3909379975,117.92228255250001,NA,NA,NA,NA,NA
2012,Fife,75plus years,All,Cerebrovascular Disease,517,1744.6176690099999,1721.8644146225001,251,847.0001,841.9196,NA,NA
2012,Fife,75plus years,All,Stroke,409,1380.17142456525,1335.985665137,144,485.9283,474.7333,NA,NA
2012,Fife,75plus years,All,Subarachnoid Haemorrhage,5,16.872511305,19.852752585,4,13.49801,13.93401,NA,NA
2012,Fife,75plus years,All,TIAs and related syndromes,60,202.470135675,201.85125955,NA,NA,NA,NA,NA
2012,Fife,75plus years,Female,Cerebrovascular Disease,304.5,1717.137540186,1658.86357245,169,953.0254,929.6751,NA,NA
2012,Fife,75plus years,Female,Stroke,247.5,1395.7029265,1347.35112325,101,569.5596,559.4564,NA,NA
2012,Fife,75plus years,Female,Subarachnoid Haemorrhage,1.5,8.458805616,7.96810944975,2,11.27841,9.73236,NA,NA
2012,Fife,75plus years,Female,TIAs and related syndromes,35.5,200.191732925,196.19797005,NA,NA,NA,NA,NA
2012,Fife,75plus years,Male,Cerebrovascular Disease,212.5,1785.5642384300002,1784.8652570425,82,689.0177,754.164,NA,NA
2012,Fife,75plus years,Male,Stroke,161.5,1357.02882105975,1324.620207024,43,361.3142,390.0101,NA,NA
2012,Fife,75plus years,Male,Subarachnoid Haemorrhage,3.5,29.4092933375,31.73739572,2,16.80531,18.13565,NA,NA
2012,Fife,75plus years,Male,TIAs and related syndromes,24.5,205.86505334999998,207.50454905,NA,NA,NA,NA,NA
2012,Fife,All,All,Cerebrovascular Disease,1012.5,276.4807077915,291.75682703250004,305,83.28555,91.24358,NA,NA
2012,Fife,All,All,Stroke,724,197.70077278925,207.3641150205,166,45.32918,49.01654,NA,NA
2012,Fife,All,All,Subarachnoid Haemorrhage,52.5,14.336036699249998,14.67498797275,13,3.549876,3.671854,NA,NA
2012,Fife,All,All,TIAs and related syndromes,128,34.9526228115,36.944966483,NA,NA,NA,NA,NA
2012,Fife,All,Female,Cerebrovascular Disease,523,277.06847775075,264.52760267075,191,101.1856,95.77888,NA,NA
2012,Fife,All,Female,Stroke,375,198.662866455,188.59767101399999,109,57.74467,54.71057,NA,NA
2012,Fife,All,Female,Subarachnoid Haemorrhage,29.5,15.628145495,15.0176367185,7,3.708374,3.427877,NA,NA
2012,Fife,All,Female,TIAs and related syndromes,70,37.083735076,35.788146111,NA,NA,NA,NA,NA
2012,Fife,All,Male,Cerebrovascular Disease,489.5,275.8554618825,318.9860514425,114,64.24417,86.70827,NA,NA
2012,Fife,All,Male,Stroke,349,196.67733647075002,226.13055905225,57,32.12209,43.32251,NA,NA
2012,Fife,All,Male,Subarachnoid Haemorrhage,23,12.96154366425,14.33233922525,6,3.381272,3.915831,NA,NA
2012,Fife,All,Male,TIAs and related syndromes,58,32.685631845,38.101786855,NA,NA,NA,NA,NA
2012,Fife,under75 years,All,Cerebrovascular Disease,495.5,147.2178646085,150.31761509950002,54,16.04392,17.0009,NA,NA
2012,Fife,under75 years,All,Stroke,315,93.5895607625,95.74220348,22,6.536414,6.912684,NA,NA
2012,Fife,under75 years,All,Subarachnoid Haemorrhage,47.5,14.11271154075,14.16290136275,9,2.673987,2.656916,NA,NA
2012,Fife,under75 years,All,TIAs and related syndromes,68,20.20346073425,20.63555288325,NA,NA,NA,NA,NA
2012,Fife,under75 years,Female,Cerebrovascular Disease,218.5,127.75611156,126.6262430225,22,12.86332,13.30563,NA,NA
2012,Fife,under75 years,Female,Stroke,127.5,74.54876074325,73.99568120775001,8,4.677569,4.790647,NA,NA
2012,Fife,under75 years,Female,Subarachnoid Haemorrhage,28,16.37149255575,15.7148427115,5,2.923481,2.804357,NA,NA
2012,Fife,under75 years,Female,TIAs and related syndromes,34.5,20.1720176095,19.9234382515,NA,NA,NA,NA,NA
2012,Fife,under75 years,Male,Cerebrovascular Disease,277,167.32408319,174.0089871525,32,19.32986,20.69616,NA,NA
2012,Fife,under75 years,Male,Stroke,187.5,113.260886632,117.48872575225,14,8.456813,9.034722,NA,NA
2012,Fife,under75 years,Male,Subarachnoid Haemorrhage,19.5,11.77913221075,12.610960014,4,2.416232,2.509475,NA,NA
2012,Fife,under75 years,Male,TIAs and related syndromes,33.5,20.23594508,21.3476675175,NA,NA,NA,NA,NA
2012,Forth Valley,0-44 years,All,Cerebrovascular Disease,36.5,22.1755085185,21.99171428575,0,0,0,NA,NA
2012,Forth Valley,0-44 years,All,Stroke,12.5,7.594352231,7.57720554025,0,0,0,NA,NA
2012,Forth Valley,0-44 years,All,Subarachnoid Haemorrhage,15.5,9.416996768,8.85560251025,0,0,0,NA,NA
2012,Forth Valley,0-44 years,All,TIAs and related syndromes,1.5,0.911322268,0.950994646,NA,NA,NA,NA,NA
2012,Forth Valley,0-44 years,Female,Cerebrovascular Disease,19.5,23.58604673625,23.291872428250002,0,0,0,NA,NA
2012,Forth Valley,0-44 years,Female,Stroke,6,7.25724514975,7.233727624,0,0,0,NA,NA
2012,Forth Valley,0-44 years,Female,Subarachnoid Haemorrhage,9.5,11.4906381545,10.831868580750001,0,0,0,NA,NA
2012,Forth Valley,0-44 years,Female,TIAs and related syndromes,1.5,1.8143112875,1.901989292,NA,NA,NA,NA,NA
2012,Forth Valley,0-44 years,Male,Cerebrovascular Disease,17,20.75195312625,20.69155614075,0,0,0,NA,NA
2012,Forth Valley,0-44 years,Male,Stroke,6.5,7.93457031375,7.92068345625,0,0,0,NA,NA
2012,Forth Valley,0-44 years,Male,Subarachnoid Haemorrhage,6,7.32421875,6.8793364395,0,0,0,NA,NA
2012,Forth Valley,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2012,Forth Valley,45-64 years,All,Cerebrovascular Disease,209.5,252.2819777925,257.562665445,14,16.85894,16.64591,NA,NA
2012,Forth Valley,45-64 years,All,Stroke,91.5,110.18520747950001,113.18627246450001,8,9.633679,9.582039,NA,NA
2012,Forth Valley,45-64 years,All,Subarachnoid Haemorrhage,33.5,40.341032247499996,40.85663055,2,2.40842,2.276084,NA,NA
2012,Forth Valley,45-64 years,All,TIAs and related syndromes,37.5,45.1578719195,46.1975713195,NA,NA,NA,NA,NA
2012,Forth Valley,45-64 years,Female,Cerebrovascular Disease,96.5,228.3537234675,230.9594865225,11,26.02996,25.87043,NA,NA
2012,Forth Valley,45-64 years,Female,Stroke,42.5,100.57029272,102.0843955075,5,11.8318,11.74268,NA,NA
2012,Forth Valley,45-64 years,Female,Subarachnoid Haemorrhage,23,54.426276054999995,54.4270914,2,4.73272,4.552167,NA,NA
2012,Forth Valley,45-64 years,Female,TIAs and related syndromes,14.5,34.312217515,35.17824371,NA,NA,NA,NA,NA
2012,Forth Valley,45-64 years,Male,Cerebrovascular Disease,113,277.07623273499996,284.1658444175,3,7.356006,7.421399,NA,NA
2012,Forth Valley,45-64 years,Male,Stroke,49,120.14810089000001,124.288149404,3,7.356006,7.421399,NA,NA
2012,Forth Valley,45-64 years,Male,Subarachnoid Haemorrhage,10.5,25.74602162475,27.2861696925,0,0,0,NA,NA
2012,Forth Valley,45-64 years,Male,TIAs and related syndromes,23,56.3960473625,57.216898939000004,NA,NA,NA,NA,NA
2012,Forth Valley,65-74 years,All,Cerebrovascular Disease,199,685.1201541125,708.5385615925001,34,117.0557,122.104,NA,NA
2012,Forth Valley,65-74 years,All,Stroke,88.5,304.68911381124997,316.60397715975,18,61.97067,66.85247,NA,NA
2012,Forth Valley,65-74 years,All,Subarachnoid Haemorrhage,16,55.0850375375,56.3883586475,3,10.32844,11.10883,NA,NA
2012,Forth Valley,65-74 years,All,TIAs and related syndromes,37.5,129.10555669775,128.49362640275,NA,NA,NA,NA,NA
2012,Forth Valley,65-74 years,Female,Cerebrovascular Disease,84,546.6614604174999,558.1755975175,17,110.6339,115.0684,NA,NA
2012,Forth Valley,65-74 years,Female,Stroke,40,260.31498115,268.22777905,6,39.04725,40.94855,NA,NA
2012,Forth Valley,65-74 years,Female,Subarachnoid Haemorrhage,8,52.0629962375,54.0537748975,2,13.01575,13.92166,NA,NA
2012,Forth Valley,65-74 years,Female,TIAs and related syndromes,19.5,126.9035532925,126.3471734925,NA,NA,NA,NA,NA
