FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDischargesQF,CrudeRate,CrudeRateQF,EASR
2010/11,S08000026,,All,d,75plus years,,Male,,Stroke,,c,,c,1607.651608
2010/11,S08000026,,All,d,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,All,d,75plus years,,Male,,TIAs and related syndromes,,c,,c,464.0127656
2010/11,S08000026,,All,d,75plus years,,Female,,Cerebrovascular Disease,,c,,c,891.8585094
2010/11,S08000026,,All,d,75plus years,,Female,,Stroke,,c,,c,545.9071877
2010/11,S08000026,,All,d,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,All,d,75plus years,,Female,,TIAs and related syndromes,,c,,c,250.4950407
2010/11,S08000026,,Elective,,All,d,All,d,Cerebrovascular Disease,3,,13.00954033,,15.17722385
2010/11,S08000026,,Elective,,All,d,All,d,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,All,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,All,d,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,All,d,Male,,Cerebrovascular Disease,1,,8.562376916,,12.86173633
2010/11,S08000026,,Elective,,All,d,Male,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,All,d,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,All,d,Female,,Cerebrovascular Disease,2,,17.57314823,,17.49271137
2010/11,S08000026,,Elective,,All,d,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,All,d,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,All,d,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,Male,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,0-44 years,,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,33.00511579
2010/11,S08000026,,Elective,,45-64 years,,All,d,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,Male,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,Male,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,66.01023159
2010/11,S08000026,,Elective,,45-64 years,,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,45-64 years,,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,All,d,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,All,d,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,Male,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,Male,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,Female,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,65-74 years,,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,9.611379874
2010/11,S08000026,,Elective,,under75 years,d,All,d,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,Male,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,Male,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,19.22275975
2010/11,S08000026,,Elective,,under75 years,d,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,under75 years,d,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,71.45409075
2010/11,S08000026,,Elective,,75plus years,,All,d,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,142.9081815
2010/11,S08000026,,Elective,,75plus years,,Male,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,Female,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Elective,,75plus years,,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Emergency,,All,d,All,d,Cerebrovascular Disease,46,,199.4796184,,243.6155982
2010/11,S08000026,,Emergency,,All,d,All,d,Stroke,30,,130.0954033,,163.4343696
2010/11,S08000026,,Emergency,,All,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,All,d,All,d,TIAs and related syndromes,13,,56.37467476,,63.81342411
2010/11,S08000026,,Emergency,,All,d,Male,,Cerebrovascular Disease,26,,222.6217998,,309.5832175
2010/11,S08000026,,Emergency,,All,d,Male,,Stroke,19,,162.6851614,,228.2669797
2010/11,S08000026,,Emergency,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,All,d,Male,,TIAs and related syndromes,6,,51.37426149,,68.08872459
2010/11,S08000026,,Emergency,,All,d,Female,,Cerebrovascular Disease,20,,175.7314823,,177.6479789
2010/11,S08000026,,Emergency,,All,d,Female,,Stroke,11,,96.65231526,,98.60175943
2010/11,S08000026,,Emergency,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,All,d,Female,,TIAs and related syndromes,7,,61.5060188,,59.53812364
2010/11,S08000026,,Emergency,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,All,d,Stroke,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,Male,,Stroke,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,0-44 years,,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Emergency,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,120.5701807
2010/11,S08000026,,Emergency,,45-64 years,,All,d,Stroke,,c,,c,59.26262599
2010/11,S08000026,,Emergency,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,45-64 years,,All,d,TIAs and related syndromes,,c,,c,61.30755468
2010/11,S08000026,,Emergency,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,112.8552283
2010/11,S08000026,,Emergency,,45-64 years,,Male,,Stroke,,c,,c,55.43460732
2010/11,S08000026,,Emergency,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,45-64 years,,Male,,TIAs and related syndromes,,c,,c,57.42062102
2010/11,S08000026,,Emergency,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,128.285133
2010/11,S08000026,,Emergency,,45-64 years,,Female,,Stroke,,c,,c,63.09064465
2010/11,S08000026,,Emergency,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,45-64 years,,Female,,TIAs and related syndromes,,c,,c,65.19448835
2010/11,S08000026,,Emergency,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,745.7711489
2010/11,S08000026,,Emergency,,65-74 years,,All,d,Stroke,,c,,c,546.9846144
2010/11,S08000026,,Emergency,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,65-74 years,,All,d,TIAs and related syndromes,,c,,c,146.8006747
2010/11,S08000026,,Emergency,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,887.8741755
2010/11,S08000026,,Emergency,,65-74 years,,Male,,Stroke,,c,,c,782.0540697
2010/11,S08000026,,Emergency,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,65-74 years,,Male,,TIAs and related syndromes,,c,,c,105.8201058
2010/11,S08000026,,Emergency,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,603.6681223
2010/11,S08000026,,Emergency,,65-74 years,,Female,,Stroke,,c,,c,311.9151591
2010/11,S08000026,,Emergency,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,65-74 years,,Female,,TIAs and related syndromes,,c,,c,187.7812435
2010/11,S08000026,,Emergency,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,121.1616138
2010/11,S08000026,,Emergency,,under75 years,d,All,d,Stroke,,c,,c,80.37140703
2010/11,S08000026,,Emergency,,under75 years,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,under75 years,d,All,d,TIAs and related syndromes,,c,,c,34.79183828
2010/11,S08000026,,Emergency,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,135.3114549
2010/11,S08000026,,Emergency,,under75 years,d,Male,,Stroke,,c,,c,106.380053
2010/11,S08000026,,Emergency,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,under75 years,d,Male,,TIAs and related syndromes,,c,,c,28.93140185
2010/11,S08000026,,Emergency,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,107.0117726
2010/11,S08000026,,Emergency,,under75 years,d,Female,,Stroke,,c,,c,54.36276103
2010/11,S08000026,,Emergency,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,under75 years,d,Female,,TIAs and related syndromes,,c,,c,40.6522747
2010/11,S08000026,,Emergency,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1481.761441
2010/11,S08000026,,Emergency,,75plus years,,All,d,Stroke,,c,,c,1003.293213
2010/11,S08000026,,Emergency,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,75plus years,,All,d,TIAs and related syndromes,,c,,c,357.2539032
2010/11,S08000026,,Emergency,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,2071.664373
2010/11,S08000026,,Emergency,,75plus years,,Male,,Stroke,,c,,c,1460.679238
2010/11,S08000026,,Emergency,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,75plus years,,Male,,TIAs and related syndromes,,c,,c,464.0127656
2010/11,S08000026,,Emergency,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,891.8585094
2010/11,S08000026,,Emergency,,75plus years,,Female,,Stroke,,c,,c,545.9071877
2010/11,S08000026,,Emergency,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Emergency,,75plus years,,Female,,TIAs and related syndromes,,c,,c,250.4950407
2010/11,S08000026,,Transfer,,All,d,All,d,Cerebrovascular Disease,12,,52.03816132,,60.63670803
2010/11,S08000026,,Transfer,,All,d,All,d,Stroke,4,,17.34605377,,19.29532587
2010/11,S08000026,,Transfer,,All,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,All,d,All,d,TIAs and related syndromes,2,,8.673026886,,8.746355685
2010/11,S08000026,,Transfer,,All,d,Male,,Cerebrovascular Disease,5,,42.81188458,,61.59630734
2010/11,S08000026,,Transfer,,All,d,Male,,Stroke,2,,17.12475383,,22.64532145
2010/11,S08000026,,Transfer,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,All,d,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,All,d,Female,,Cerebrovascular Disease,7,,61.5060188,,59.67710872
2010/11,S08000026,,Transfer,,All,d,Female,,Stroke,2,,17.57314823,,15.9453303
2010/11,S08000026,,Transfer,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,All,d,Female,,TIAs and related syndromes,2,,17.57314823,,17.49271137
2010/11,S08000026,,Transfer,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,All,d,Stroke,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,Male,,Stroke,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,0-44 years,,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,112.5983183
2010/11,S08000026,,Transfer,,45-64 years,,All,d,Stroke,,c,,c,30.08552886
2010/11,S08000026,,Transfer,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,45-64 years,,All,d,TIAs and related syndromes,,c,,c,33.00511579
2010/11,S08000026,,Transfer,,45-64 years,,Male,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Transfer,,45-64 years,,Male,,Stroke,0,,0,,0
2010/11,S08000026,,Transfer,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,45-64 years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,225.1966367
2010/11,S08000026,,Transfer,,45-64 years,,Female,,Stroke,,c,,c,60.17105772
2010/11,S08000026,,Transfer,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,45-64 years,,Female,,TIAs and related syndromes,,c,,c,66.01023159
2010/11,S08000026,,Transfer,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,44.84670581
2010/11,S08000026,,Transfer,,65-74 years,,All,d,Stroke,,c,,c,44.84670581
2010/11,S08000026,,Transfer,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,65-74 years,,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,89.69341161
2010/11,S08000026,,Transfer,,65-74 years,,Male,,Stroke,,c,,c,89.69341161
2010/11,S08000026,,Transfer,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,65-74 years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,65-74 years,,Female,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Transfer,,65-74 years,,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Transfer,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,65-74 years,,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,37.96424008
2010/11,S08000026,,Transfer,,under75 years,d,All,d,Stroke,,c,,c,13.93579039
2010/11,S08000026,,Transfer,,under75 years,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,under75 years,d,All,d,TIAs and related syndromes,,c,,c,9.611379874
2010/11,S08000026,,Transfer,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,10.3492398
2010/11,S08000026,,Transfer,,under75 years,d,Male,,Stroke,,c,,c,10.3492398
2010/11,S08000026,,Transfer,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,under75 years,d,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,65.57924035
2010/11,S08000026,,Transfer,,under75 years,d,Female,,Stroke,,c,,c,17.52234098
2010/11,S08000026,,Transfer,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,under75 years,d,Female,,TIAs and related syndromes,,c,,c,19.22275975
2010/11,S08000026,,Transfer,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,289.8805507
2010/11,S08000026,,Transfer,,75plus years,,All,d,Stroke,,c,,c,73.4861846
2010/11,S08000026,,Transfer,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,75plus years,,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,579.7611014
2010/11,S08000026,,Transfer,,75plus years,,Male,,Stroke,,c,,c,146.9723692
2010/11,S08000026,,Transfer,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,75plus years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000026,,Transfer,,75plus years,,Female,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000026,,Transfer,,75plus years,,Female,,Stroke,0,,0,,0
2010/11,S08000026,,Transfer,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000026,,Transfer,,75plus years,,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000028,,All,d,All,d,All,d,Cerebrovascular Disease,121,,438.4057971,,400.5884398
2010/11,S08000028,,All,d,All,d,All,d,Stroke,82,,297.1014493,,273.1457487
2010/11,S08000028,,All,d,All,d,All,d,Subarachnoid Haemorrhage,1,,3.623188406,,4.821958457
2010/11,S08000028,,All,d,All,d,All,d,TIAs and related syndromes,26,,94.20289855,,84.75025273
2010/11,S08000028,,All,d,All,d,Male,,Cerebrovascular Disease,59,,433.6322211,,436.7411069
2010/11,S08000028,,All,d,All,d,Male,,Stroke,40,,293.9879465,,306.1827299
2010/11,S08000028,,All,d,All,d,Male,,Subarachnoid Haemorrhage,1,,7.349698662,,9.643916914
2010/11,S08000028,,All,d,All,d,Male,,TIAs and related syndromes,12,,88.19638395,,84.93966958
2010/11,S08000028,,All,d,All,d,Female,,Cerebrovascular Disease,62,,443.0470202,,364.4357727
2010/11,S08000028,,All,d,All,d,Female,,Stroke,42,,300.1286266,,240.1087674
2010/11,S08000028,,All,d,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,All,d,Female,,TIAs and related syndromes,14,,100.0428755,,84.56083587
2010/11,S08000028,,All,d,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,31.69822301
2010/11,S08000028,,All,d,0-44 years,,All,d,Stroke,,c,,c,22.76867031
2010/11,S08000028,,All,d,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,8.929552698
2010/11,S08000028,,All,d,0-44 years,,All,d,TIAs and related syndromes,0,,0,,0
2010/11,S08000028,,All,d,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,63.39644602
2010/11,S08000028,,All,d,0-44 years,,Male,,Stroke,,c,,c,45.53734062
2010/11,S08000028,,All,d,0-44 years,,Male,,Subarachnoid Haemorrhage,,c,,c,17.8591054
2010/11,S08000028,,All,d,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2010/11,S08000028,,All,d,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2010/11,S08000028,,All,d,0-44 years,,Female,,Stroke,0,,0,,0
2010/11,S08000028,,All,d,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,0-44 years,,Female,,TIAs and related syndromes,0,,0,,0
2010/11,S08000028,,All,d,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,340.891336
2010/11,S08000028,,All,d,45-64 years,,All,d,Stroke,,c,,c,177.162847
2010/11,S08000028,,All,d,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,45-64 years,,All,d,TIAs and related syndromes,,c,,c,97.47689036
2010/11,S08000028,,All,d,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,531.1505157
2010/11,S08000028,,All,d,45-64 years,,Male,,Stroke,,c,,c,278.4119892
2010/11,S08000028,,All,d,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,45-64 years,,Male,,TIAs and related syndromes,,c,,c,173.2248849
2010/11,S08000028,,All,d,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,150.6321563
2010/11,S08000028,,All,d,45-64 years,,Female,,Stroke,,c,,c,75.91370471
2010/11,S08000028,,All,d,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,45-64 years,,Female,,TIAs and related syndromes,,c,,c,21.72889581
2010/11,S08000028,,All,d,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,640.445659
2010/11,S08000028,,All,d,65-74 years,,All,d,Stroke,,c,,c,260.3720456
2010/11,S08000028,,All,d,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,65-74 years,,All,d,TIAs and related syndromes,,c,,c,255.5100641
2010/11,S08000028,,All,d,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,603.219183
2010/11,S08000028,,All,d,65-74 years,,Male,,Stroke,,c,,c,336.3173521
2010/11,S08000028,,All,d,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,65-74 years,,Male,,TIAs and related syndromes,,c,,c,202.8664367
2010/11,S08000028,,All,d,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,677.672135
2010/11,S08000028,,All,d,65-74 years,,Female,,Stroke,,c,,c,184.426739
2010/11,S08000028,,All,d,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,65-74 years,,Female,,TIAs and related syndromes,,c,,c,308.1536915
2010/11,S08000028,,All,d,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,191.9780645
2010/11,S08000028,,All,d,under75 years,d,All,d,Stroke,,c,,c,95.14538593
2010/11,S08000028,,All,d,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,5.298855447
2010/11,S08000028,,All,d,under75 years,d,All,d,TIAs and related syndromes,,c,,c,57.86805788
2010/11,S08000028,,All,d,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,261.8977821
2010/11,S08000028,,All,d,under75 years,d,Male,,Stroke,,c,,c,146.9040253
2010/11,S08000028,,All,d,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,10.59771089
2010/11,S08000028,,All,d,under75 years,d,Male,,TIAs and related syndromes,,c,,c,73.85227512
2010/11,S08000028,,All,d,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,122.0583468
2010/11,S08000028,,All,d,under75 years,d,Female,,Stroke,,c,,c,43.38674653
2010/11,S08000028,,All,d,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,under75 years,d,Female,,TIAs and related syndromes,,c,,c,41.88384065
2010/11,S08000028,,All,d,75plus years,,All,d,Cerebrovascular Disease,,c,,c,2509.871124
2010/11,S08000028,,All,d,75plus years,,All,d,Stroke,,c,,c,2072.927194
2010/11,S08000028,,All,d,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,75plus years,,All,d,TIAs and related syndromes,,c,,c,356.5591117
2010/11,S08000028,,All,d,75plus years,,Male,,Cerebrovascular Disease,,c,,c,2204.601391
2010/11,S08000028,,All,d,75plus years,,Male,,Stroke,,c,,c,1916.66741
2010/11,S08000028,,All,d,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2010/11,S08000028,,All,d,75plus years,,Male,,TIAs and related syndromes,,c,,c,197.045547
